A,B,C,D
31,0,Category3,2038-01-21
11,0,Category1,2038-01-22
92,0,Category3,2038-01-23
46,0,Category3,2038-01-24
96,0,Category2,2038-01-25
62,0,Category1,2038-01-26
69,0,Category3,2038-01-27
64,0,Category2,2038-01-28
10,0,Category2,2038-01-29
40,0,Category2,2038-01-30
24,0,Category2,2038-01-31
99,0,Category2,2038-02-01
44,0,Category3,2038-02-02
60,0,Category3,2038-02-03
62,0,Category1,2038-02-04
87,0,Category3,2038-02-05
17,0,Category1,2038-02-06
65,0,Category1,2038-02-07
95,0,Category1,2038-02-08
95,0,Category3,2038-02-09
57,0,Category2,2038-02-10
55,0,Category1,2038-02-11
53,0,Category2,2038-02-12
56,0,Category1,2038-02-13
98,0,Category3,2038-02-14
9,0,Category1,2038-02-15
22,0,Category3,2038-02-16
13,0,Category2,2038-02-17
89,0,Category3,2038-02-18
48,0,Category2,2038-02-19
18,0,Category3,2038-02-20
76,0,Category1,2038-02-21
40,0,Category1,2038-02-22
17,0,Category3,2038-02-23
15,0,Category2,2038-02-24
15,0,Category2,2038-02-25
79,0,Category2,2038-02-26
63,0,Category3,2038-02-27
39,0,Category3,2038-02-28
13,0,Category3,2038-03-01
81,0,Category3,2038-03-02
32,0,Category2,2038-03-03
9,0,Category2,2038-03-04
40,0,Category3,2038-03-05
20,0,Category3,2038-03-06
90,0,Category2,2038-03-07
91,0,Category2,2038-03-08
85,0,Category1,2038-03-09
82,0,Category3,2038-03-10
77,0,Category1,2038-03-11
80,0,Category2,2038-03-12
73,0,Category2,2038-03-13
63,0,Category3,2038-03-14
76,0,Category1,2038-03-15
44,0,Category2,2038-03-16
38,0,Category1,2038-03-17
83,0,Category1,2038-03-18
60,0,Category1,2038-03-19
71,0,Category1,2038-03-20
99,0,Category1,2038-03-21
48,0,Category3,2038-03-22
18,0,Category3,2038-03-23
16,0,Category1,2038-03-24
55,0,Category3,2038-03-25
39,0,Category2,2038-03-26
68,0,Category1,2038-03-27
59,0,Category3,2038-03-28
89,0,Category3,2038-03-29
96,0,Category2,2038-03-30
62,0,Category2,2038-03-31
13,0,Category2,2038-04-01
81,0,Category2,2038-04-02
6,0,Category1,2038-04-03
83,0,Category3,2038-04-04
77,0,Category3,2038-04-05
60,0,Category2,2038-04-06
90,0,Category3,2038-04-07
14,0,Category3,2038-04-08
95,0,Category3,2038-04-09
54,0,Category2,2038-04-10
4,0,Category3,2038-04-11
39,0,Category3,2038-04-12
72,0,Category3,2038-04-13
25,0,Category1,2038-04-14
77,0,Category1,2038-04-15
32,0,Category3,2038-04-16
59,0,Category3,2038-04-17
63,0,Category3,2038-04-18
38,0,Category3,2038-04-19
92,0,Category3,2038-04-20
53,0,Category3,2038-04-21
94,0,Category1,2038-04-22
67,0,Category2,2038-04-23
28,0,Category3,2038-04-24
3,0,Category3,2038-04-25
98,0,Category3,2038-04-26
80,0,Category2,2038-04-27
22,0,Category3,2038-04-28
96,0,Category3,2038-04-29
38,0,Category2,2038-04-30
72,0,Category3,2038-05-01
72,0,Category2,2038-05-02
62,0,Category2,2038-05-03
57,0,Category3,2038-05-04
6,0,Category1,2038-05-05
78,0,Category1,2038-05-06
32,0,Category3,2038-05-07
99,0,Category2,2038-05-08
10,0,Category2,2038-05-09
3,0,Category2,2038-05-10
59,0,Category3,2038-05-11
76,0,Category1,2038-05-12
49,0,Category2,2038-05-13
59,0,Category2,2038-05-14
31,0,Category3,2038-05-15
93,0,Category1,2038-05-16
69,0,Category1,2038-05-17
62,0,Category3,2038-05-18
52,0,Category1,2038-05-19
89,0,Category3,2038-05-20
41,0,Category2,2038-05-21
31,0,Category3,2038-05-22
85,0,Category2,2038-05-23
84,0,Category3,2038-05-24
22,0,Category2,2038-05-25
4,0,Category2,2038-05-26
13,0,Category3,2038-05-27
45,0,Category2,2038-05-28
42,0,Category1,2038-05-29
49,0,Category3,2038-05-30
20,0,Category1,2038-05-31
77,0,Category2,2038-06-01
81,0,Category2,2038-06-02
54,0,Category2,2038-06-03
36,0,Category3,2038-06-04
97,0,Category2,2038-06-05
1,0,Category1,2038-06-06
15,0,Category1,2038-06-07
77,0,Category3,2038-06-08
17,0,Category1,2038-06-09
24,0,Category3,2038-06-10
58,0,Category3,2038-06-11
72,0,Category2,2038-06-12
91,0,Category1,2038-06-13
23,0,Category1,2038-06-14
46,0,Category1,2038-06-15
72,0,Category2,2038-06-16
8,0,Category3,2038-06-17
59,0,Category1,2038-06-18
90,0,Category1,2038-06-19
59,0,Category1,2038-06-20
13,0,Category1,2038-06-21
39,0,Category2,2038-06-22
28,0,Category3,2038-06-23
89,0,Category1,2038-06-24
61,0,Category1,2038-06-25
16,0,Category3,2038-06-26
2,0,Category2,2038-06-27
82,0,Category2,2038-06-28
17,0,Category2,2038-06-29
30,0,Category2,2038-06-30
13,0,Category1,2038-07-01
96,0,Category3,2038-07-02
93,0,Category3,2038-07-03
94,0,Category3,2038-07-04
82,0,Category2,2038-07-05
13,0,Category2,2038-07-06
43,0,Category3,2038-07-07
85,0,Category1,2038-07-08
94,0,Category2,2038-07-09
21,0,Category1,2038-07-10
55,0,Category3,2038-07-11
81,0,Category2,2038-07-12
40,0,Category1,2038-07-13
83,0,Category2,2038-07-14
15,0,Category3,2038-07-15
73,0,Category3,2038-07-16
52,0,Category3,2038-07-17
74,0,Category1,2038-07-18
95,0,Category2,2038-07-19
53,0,Category2,2038-07-20
87,0,Category2,2038-07-21
52,0,Category3,2038-07-22
30,0,Category1,2038-07-23
33,0,Category3,2038-07-24
57,0,Category3,2038-07-25
52,0,Category1,2038-07-26
9,0,Category3,2038-07-27
54,0,Category3,2038-07-28
1,0,Category2,2038-07-29
44,0,Category1,2038-07-30
99,0,Category1,2038-07-31
75,0,Category2,2038-08-01
98,0,Category1,2038-08-02
80,0,Category2,2038-08-03
9,0,Category3,2038-08-04
32,0,Category1,2038-08-05
15,0,Category1,2038-08-06
12,0,Category3,2038-08-07
97,0,Category3,2038-08-08
78,0,Category1,2038-08-09
57,0,Category1,2038-08-10
8,0,Category1,2038-08-11
72,0,Category2,2038-08-12
27,0,Category1,2038-08-13
62,0,Category1,2038-08-14
12,0,Category3,2038-08-15
65,0,Category3,2038-08-16
42,0,Category2,2038-08-17
62,0,Category3,2038-08-18
11,0,Category1,2038-08-19
43,0,Category1,2038-08-20
95,0,Category2,2038-08-21
17,0,Category3,2038-08-22
97,0,Category3,2038-08-23
32,0,Category3,2038-08-24
93,0,Category2,2038-08-25
85,0,Category3,2038-08-26
85,0,Category3,2038-08-27
40,0,Category3,2038-08-28
23,0,Category1,2038-08-29
56,0,Category2,2038-08-30
6,0,Category1,2038-08-31
86,0,Category2,2038-09-01
50,0,Category3,2038-09-02
37,0,Category1,2038-09-03
64,0,Category3,2038-09-04
54,0,Category3,2038-09-05
72,0,Category2,2038-09-06
49,0,Category3,2038-09-07
99,0,Category1,2038-09-08
11,0,Category2,2038-09-09
88,0,Category2,2038-09-10
49,0,Category1,2038-09-11
21,0,Category3,2038-09-12
66,0,Category3,2038-09-13
63,0,Category3,2038-09-14
83,0,Category3,2038-09-15
28,0,Category3,2038-09-16
17,0,Category2,2038-09-17
6,0,Category2,2038-09-18
19,0,Category1,2038-09-19
56,0,Category3,2038-09-20
28,0,Category3,2038-09-21
66,0,Category3,2038-09-22
38,0,Category1,2038-09-23
37,0,Category3,2038-09-24
68,0,Category2,2038-09-25
86,0,Category3,2038-09-26
90,0,Category1,2038-09-27
49,0,Category2,2038-09-28
43,0,Category2,2038-09-29
36,0,Category2,2038-09-30
58,0,Category3,2038-10-01
13,0,Category1,2038-10-02
52,0,Category1,2038-10-03
58,0,Category3,2038-10-04
32,0,Category1,2038-10-05
81,0,Category2,2038-10-06
60,0,Category2,2038-10-07
83,0,Category1,2038-10-08
58,0,Category1,2038-10-09
99,0,Category3,2038-10-10
56,0,Category3,2038-10-11
28,0,Category3,2038-10-12
1,0,Category3,2038-10-13
42,0,Category3,2038-10-14
82,0,Category3,2038-10-15
48,0,Category2,2038-10-16
40,0,Category1,2038-10-17
97,0,Category3,2038-10-18
63,0,Category2,2038-10-19
76,0,Category1,2038-10-20
72,0,Category1,2038-10-21
88,0,Category1,2038-10-22
80,0,Category3,2038-10-23
4,0,Category3,2038-10-24
38,0,Category3,2038-10-25
27,0,Category1,2038-10-26
9,0,Category1,2038-10-27
16,0,Category2,2038-10-28
56,0,Category2,2038-10-29
76,0,Category2,2038-10-30
31,0,Category2,2038-10-31
88,0,Category1,2038-11-01
14,0,Category3,2038-11-02
25,0,Category3,2038-11-03
34,0,Category3,2038-11-04
67,0,Category3,2038-11-05
24,0,Category2,2038-11-06
73,0,Category1,2038-11-07
26,0,Category3,2038-11-08
20,0,Category1,2038-11-09
64,0,Category2,2038-11-10
10,0,Category2,2038-11-11
83,0,Category3,2038-11-12
67,0,Category3,2038-11-13
24,0,Category2,2038-11-14
5,0,Category2,2038-11-15
67,0,Category1,2038-11-16
58,0,Category2,2038-11-17
27,0,Category1,2038-11-18
80,0,Category2,2038-11-19
15,0,Category1,2038-11-20
35,0,Category2,2038-11-21
76,0,Category2,2038-11-22
53,0,Category1,2038-11-23
44,0,Category1,2038-11-24
26,0,Category3,2038-11-25
47,0,Category3,2038-11-26
34,0,Category2,2038-11-27
87,0,Category2,2038-11-28
95,0,Category1,2038-11-29
50,0,Category2,2038-11-30
84,0,Category3,2038-12-01
12,0,Category1,2038-12-02
87,0,Category2,2038-12-03
4,0,Category1,2038-12-04
87,0,Category3,2038-12-05
48,0,Category3,2038-12-06
55,0,Category3,2038-12-07
1,0,Category2,2038-12-08
89,0,Category2,2038-12-09
66,0,Category2,2038-12-10
30,0,Category2,2038-12-11
3,0,Category2,2038-12-12
21,0,Category2,2038-12-13
89,0,Category3,2038-12-14
84,0,Category3,2038-12-15
49,0,Category2,2038-12-16
86,0,Category3,2038-12-17
85,0,Category1,2038-12-18
62,0,Category2,2038-12-19
97,0,Category1,2038-12-20
38,0,Category2,2038-12-21
15,0,Category2,2038-12-22
52,0,Category3,2038-12-23
79,0,Category1,2038-12-24
46,0,Category3,2038-12-25
25,0,Category2,2038-12-26
21,0,Category1,2038-12-27
88,0,Category2,2038-12-28
5,0,Category3,2038-12-29
70,0,Category2,2038-12-30
47,0,Category2,2038-12-31
87,0,Category3,2039-01-01
68,0,Category2,2039-01-02
91,0,Category1,2039-01-03
18,0,Category3,2039-01-04
21,0,Category2,2039-01-05
92,0,Category3,2039-01-06
99,0,Category2,2039-01-07
86,0,Category3,2039-01-08
23,0,Category3,2039-01-09
64,0,Category1,2039-01-10
67,0,Category3,2039-01-11
40,0,Category1,2039-01-12
10,0,Category3,2039-01-13
89,0,Category3,2039-01-14
52,0,Category2,2039-01-15
72,0,Category2,2039-01-16
75,0,Category2,2039-01-17
61,0,Category3,2039-01-18
64,0,Category3,2039-01-19
5,0,Category1,2039-01-20
53,0,Category1,2039-01-21
55,0,Category1,2039-01-22
37,0,Category2,2039-01-23
56,0,Category2,2039-01-24
59,0,Category1,2039-01-25
93,0,Category3,2039-01-26
69,0,Category2,2039-01-27
73,0,Category2,2039-01-28
59,0,Category1,2039-01-29
2,0,Category2,2039-01-30
65,0,Category1,2039-01-31
60,0,Category2,2039-02-01
51,0,Category3,2039-02-02
30,0,Category3,2039-02-03
11,0,Category2,2039-02-04
92,0,Category1,2039-02-05
76,0,Category2,2039-02-06
39,0,Category1,2039-02-07
90,0,Category2,2039-02-08
77,0,Category3,2039-02-09
72,0,Category3,2039-02-10
63,0,Category2,2039-02-11
64,0,Category2,2039-02-12
61,0,Category2,2039-02-13
54,0,Category3,2039-02-14
92,0,Category3,2039-02-15
94,0,Category1,2039-02-16
73,0,Category2,2039-02-17
95,0,Category2,2039-02-18
58,0,Category3,2039-02-19
85,0,Category2,2039-02-20
56,0,Category1,2039-02-21
34,0,Category2,2039-02-22
31,0,Category3,2039-02-23
52,0,Category2,2039-02-24
89,0,Category3,2039-02-25
76,0,Category1,2039-02-26
1,0,Category1,2039-02-27
55,0,Category2,2039-02-28
22,0,Category2,2039-03-01
40,0,Category3,2039-03-02
1,0,Category1,2039-03-03
65,0,Category1,2039-03-04
63,0,Category1,2039-03-05
54,0,Category1,2039-03-06
42,0,Category2,2039-03-07
21,0,Category2,2039-03-08
79,0,Category3,2039-03-09
81,0,Category1,2039-03-10
22,0,Category2,2039-03-11
38,0,Category2,2039-03-12
99,0,Category1,2039-03-13
80,0,Category2,2039-03-14
8,0,Category3,2039-03-15
62,0,Category3,2039-03-16
47,0,Category1,2039-03-17
17,0,Category3,2039-03-18
17,0,Category2,2039-03-19
90,0,Category3,2039-03-20
13,0,Category2,2039-03-21
17,0,Category1,2039-03-22
38,0,Category1,2039-03-23
81,0,Category2,2039-03-24
78,0,Category2,2039-03-25
45,0,Category3,2039-03-26
6,0,Category2,2039-03-27
35,0,Category1,2039-03-28
14,0,Category2,2039-03-29
72,0,Category3,2039-03-30
61,0,Category3,2039-03-31
15,0,Category2,2039-04-01
54,0,Category3,2039-04-02
27,0,Category3,2039-04-03
13,0,Category1,2039-04-04
31,0,Category2,2039-04-05
35,0,Category1,2039-04-06
60,0,Category1,2039-04-07
6,0,Category3,2039-04-08
69,0,Category1,2039-04-09
86,0,Category2,2039-04-10
58,0,Category2,2039-04-11
49,0,Category2,2039-04-12
23,0,Category1,2039-04-13
89,0,Category2,2039-04-14
34,0,Category2,2039-04-15
26,0,Category1,2039-04-16
47,0,Category1,2039-04-17
5,0,Category1,2039-04-18
90,0,Category1,2039-04-19
20,0,Category3,2039-04-20
6,0,Category1,2039-04-21
70,0,Category1,2039-04-22
59,0,Category2,2039-04-23
64,0,Category2,2039-04-24
18,0,Category1,2039-04-25
4,0,Category1,2039-04-26
17,0,Category1,2039-04-27
14,0,Category2,2039-04-28
78,0,Category2,2039-04-29
13,0,Category1,2039-04-30
7,0,Category2,2039-05-01
44,0,Category2,2039-05-02
15,0,Category1,2039-05-03
19,0,Category2,2039-05-04
63,0,Category1,2039-05-05
35,0,Category3,2039-05-06
81,0,Category3,2039-05-07
35,0,Category3,2039-05-08
19,0,Category2,2039-05-09
20,0,Category3,2039-05-10
35,0,Category2,2039-05-11
32,0,Category1,2039-05-12
48,0,Category3,2039-05-13
44,0,Category2,2039-05-14
24,0,Category3,2039-05-15
61,0,Category2,2039-05-16
17,0,Category2,2039-05-17
71,0,Category1,2039-05-18
50,0,Category2,2039-05-19
65,0,Category2,2039-05-20
99,0,Category3,2039-05-21
32,0,Category1,2039-05-22
36,0,Category2,2039-05-23
13,0,Category3,2039-05-24
70,0,Category1,2039-05-25
58,0,Category2,2039-05-26
14,0,Category3,2039-05-27
37,0,Category1,2039-05-28
79,0,Category1,2039-05-29
68,0,Category1,2039-05-30
40,0,Category1,2039-05-31
59,0,Category2,2039-06-01
80,0,Category2,2039-06-02
92,0,Category1,2039-06-03
16,0,Category1,2039-06-04
62,0,Category2,2039-06-05
4,0,Category3,2039-06-06
45,0,Category1,2039-06-07
90,0,Category2,2039-06-08
28,0,Category2,2039-06-09
96,0,Category3,2039-06-10
66,0,Category2,2039-06-11
31,0,Category1,2039-06-12
3,0,Category2,2039-06-13
8,0,Category1,2039-06-14
24,0,Category2,2039-06-15
15,0,Category1,2039-06-16
43,0,Category1,2039-06-17
31,0,Category2,2039-06-18
73,0,Category1,2039-06-19
45,0,Category2,2039-06-20
66,0,Category2,2039-06-21
8,0,Category2,2039-06-22
71,0,Category1,2039-06-23
57,0,Category2,2039-06-24
80,0,Category3,2039-06-25
99,0,Category1,2039-06-26
30,0,Category3,2039-06-27
74,0,Category3,2039-06-28
18,0,Category3,2039-06-29
69,0,Category3,2039-06-30
93,0,Category2,2039-07-01
39,0,Category3,2039-07-02
60,0,Category1,2039-07-03
98,0,Category3,2039-07-04
43,0,Category3,2039-07-05
45,0,Category3,2039-07-06
23,0,Category2,2039-07-07
69,0,Category3,2039-07-08
94,0,Category3,2039-07-09
6,0,Category3,2039-07-10
56,0,Category1,2039-07-11
4,0,Category2,2039-07-12
93,0,Category2,2039-07-13
23,0,Category2,2039-07-14
6,0,Category1,2039-07-15
32,0,Category3,2039-07-16
18,0,Category1,2039-07-17
15,0,Category2,2039-07-18
40,0,Category2,2039-07-19
96,0,Category2,2039-07-20
73,0,Category1,2039-07-21
74,0,Category2,2039-07-22
84,0,Category3,2039-07-23
6,0,Category1,2039-07-24
63,0,Category3,2039-07-25
67,0,Category2,2039-07-26
11,0,Category2,2039-07-27
43,0,Category1,2039-07-28
17,0,Category3,2039-07-29
96,0,Category1,2039-07-30
4,0,Category3,2039-07-31
63,0,Category2,2039-08-01
68,0,Category1,2039-08-02
81,0,Category1,2039-08-03
41,0,Category3,2039-08-04
83,0,Category2,2039-08-05
5,0,Category2,2039-08-06
32,0,Category3,2039-08-07
86,0,Category3,2039-08-08
70,0,Category3,2039-08-09
35,0,Category3,2039-08-10
22,0,Category3,2039-08-11
65,0,Category2,2039-08-12
84,0,Category2,2039-08-13
22,0,Category1,2039-08-14
11,0,Category2,2039-08-15
77,0,Category3,2039-08-16
3,0,Category2,2039-08-17
9,0,Category2,2039-08-18
60,0,Category2,2039-08-19
76,0,Category1,2039-08-20
87,0,Category1,2039-08-21
14,0,Category3,2039-08-22
97,0,Category3,2039-08-23
18,0,Category1,2039-08-24
73,0,Category2,2039-08-25
23,0,Category2,2039-08-26
74,0,Category1,2039-08-27
83,0,Category3,2039-08-28
47,0,Category2,2039-08-29
69,0,Category3,2039-08-30
47,0,Category2,2039-08-31
87,0,Category3,2039-09-01
30,0,Category2,2039-09-02
25,0,Category3,2039-09-03
28,0,Category3,2039-09-04
98,0,Category3,2039-09-05
25,0,Category1,2039-09-06
74,0,Category3,2039-09-07
78,0,Category1,2039-09-08
58,0,Category1,2039-09-09
94,0,Category3,2039-09-10
41,0,Category1,2039-09-11
25,0,Category1,2039-09-12
78,0,Category1,2039-09-13
99,0,Category2,2039-09-14
48,0,Category3,2039-09-15
98,0,Category1,2039-09-16
10,0,Category3,2039-09-17
99,0,Category1,2039-09-18
75,0,Category3,2039-09-19
11,0,Category1,2039-09-20
85,0,Category2,2039-09-21
21,0,Category2,2039-09-22
86,0,Category2,2039-09-23
45,0,Category1,2039-09-24
7,0,Category3,2039-09-25
81,0,Category1,2039-09-26
64,0,Category2,2039-09-27
64,0,Category1,2039-09-28
2,0,Category3,2039-09-29
76,0,Category2,2039-09-30
42,0,Category1,2039-10-01
82,0,Category3,2039-10-02
54,0,Category2,2039-10-03
75,0,Category3,2039-10-04
16,0,Category3,2039-10-05
18,0,Category2,2039-10-06
99,0,Category1,2039-10-07
59,0,Category1,2039-10-08
90,0,Category1,2039-10-09
16,0,Category1,2039-10-10
6,0,Category3,2039-10-11
57,0,Category1,2039-10-12
47,0,Category1,2039-10-13
48,0,Category3,2039-10-14
42,0,Category3,2039-10-15
76,0,Category2,2039-10-16
60,0,Category3,2039-10-17
77,0,Category2,2039-10-18
4,0,Category2,2039-10-19
2,0,Category1,2039-10-20
90,0,Category1,2039-10-21
59,0,Category1,2039-10-22
27,0,Category3,2039-10-23
27,0,Category3,2039-10-24
79,0,Category1,2039-10-25
72,0,Category1,2039-10-26
7,0,Category3,2039-10-27
63,0,Category2,2039-10-28
46,0,Category2,2039-10-29
63,0,Category1,2039-10-30
12,0,Category1,2039-10-31
13,0,Category1,2039-11-01
43,0,Category2,2039-11-02
17,0,Category1,2039-11-03
63,0,Category2,2039-11-04
81,0,Category3,2039-11-05
36,0,Category3,2039-11-06
85,0,Category3,2039-11-07
8,0,Category1,2039-11-08
69,0,Category3,2039-11-09
90,0,Category2,2039-11-10
80,0,Category2,2039-11-11
36,0,Category2,2039-11-12
28,0,Category1,2039-11-13
93,0,Category1,2039-11-14
47,0,Category2,2039-11-15
76,0,Category2,2039-11-16
30,0,Category2,2039-11-17
23,0,Category2,2039-11-18
16,0,Category3,2039-11-19
14,0,Category2,2039-11-20
74,0,Category1,2039-11-21
71,0,Category1,2039-11-22
52,0,Category1,2039-11-23
37,0,Category1,2039-11-24
29,0,Category1,2039-11-25
67,0,Category2,2039-11-26
15,0,Category2,2039-11-27
47,0,Category3,2039-11-28
46,0,Category3,2039-11-29
52,0,Category3,2039-11-30
19,0,Category2,2039-12-01
77,0,Category3,2039-12-02
21,0,Category2,2039-12-03
64,0,Category1,2039-12-04
37,0,Category2,2039-12-05
27,0,Category2,2039-12-06
55,0,Category1,2039-12-07
29,0,Category1,2039-12-08
20,0,Category1,2039-12-09
25,0,Category3,2039-12-10
70,0,Category3,2039-12-11
63,0,Category3,2039-12-12
36,0,Category1,2039-12-13
2,0,Category3,2039-12-14
22,0,Category1,2039-12-15
96,0,Category1,2039-12-16
16,0,Category1,2039-12-17
18,0,Category3,2039-12-18
69,0,Category3,2039-12-19
54,0,Category1,2039-12-20
30,0,Category3,2039-12-21
45,0,Category2,2039-12-22
19,0,Category3,2039-12-23
87,0,Category1,2039-12-24
34,0,Category1,2039-12-25
13,0,Category1,2039-12-26
43,0,Category2,2039-12-27
62,0,Category1,2039-12-28
93,0,Category1,2039-12-29
22,0,Category3,2039-12-30
52,0,Category2,2039-12-31
52,0,Category3,2040-01-01
36,0,Category1,2040-01-02
73,0,Category1,2040-01-03
19,0,Category2,2040-01-04
38,0,Category1,2040-01-05
70,0,Category2,2040-01-06
79,0,Category3,2040-01-07
57,0,Category2,2040-01-08
20,0,Category3,2040-01-09
9,0,Category1,2040-01-10
32,0,Category3,2040-01-11
4,0,Category3,2040-01-12
50,0,Category3,2040-01-13
82,0,Category2,2040-01-14
5,0,Category3,2040-01-15
20,0,Category2,2040-01-16
87,0,Category2,2040-01-17
75,0,Category2,2040-01-18
37,0,Category1,2040-01-19
22,0,Category1,2040-01-20
58,0,Category1,2040-01-21
68,0,Category2,2040-01-22
93,0,Category1,2040-01-23
44,0,Category3,2040-01-24
34,0,Category2,2040-01-25
77,0,Category1,2040-01-26
42,0,Category2,2040-01-27
9,0,Category1,2040-01-28
95,0,Category3,2040-01-29
7,0,Category2,2040-01-30
68,0,Category1,2040-01-31
19,0,Category1,2040-02-01
94,0,Category3,2040-02-02
31,0,Category3,2040-02-03
35,0,Category1,2040-02-04
57,0,Category1,2040-02-05
85,0,Category2,2040-02-06
61,0,Category2,2040-02-07
31,0,Category1,2040-02-08
83,0,Category3,2040-02-09
95,0,Category2,2040-02-10
53,0,Category1,2040-02-11
32,0,Category3,2040-02-12
66,0,Category3,2040-02-13
59,0,Category1,2040-02-14
10,0,Category1,2040-02-15
2,0,Category2,2040-02-16
66,0,Category1,2040-02-17
60,0,Category2,2040-02-18
88,0,Category3,2040-02-19
17,0,Category2,2040-02-20
96,0,Category1,2040-02-21
16,0,Category2,2040-02-22
16,0,Category3,2040-02-23
46,0,Category3,2040-02-24
39,0,Category1,2040-02-25
31,0,Category2,2040-02-26
88,0,Category1,2040-02-27
1,0,Category1,2040-02-28
11,0,Category3,2040-02-29
85,0,Category2,2040-03-01
4,0,Category1,2040-03-02
71,0,Category3,2040-03-03
26,0,Category1,2040-03-04
50,0,Category2,2040-03-05
12,0,Category1,2040-03-06
95,0,Category2,2040-03-07
81,0,Category3,2040-03-08
97,0,Category3,2040-03-09
75,0,Category1,2040-03-10
92,0,Category3,2040-03-11
96,0,Category1,2040-03-12
65,0,Category1,2040-03-13
47,0,Category2,2040-03-14
92,0,Category1,2040-03-15
53,0,Category2,2040-03-16
71,0,Category1,2040-03-17
2,0,Category2,2040-03-18
24,0,Category3,2040-03-19
4,0,Category1,2040-03-20
19,0,Category2,2040-03-21
26,0,Category1,2040-03-22
75,0,Category2,2040-03-23
40,0,Category2,2040-03-24
50,0,Category1,2040-03-25
43,0,Category1,2040-03-26
75,0,Category3,2040-03-27
67,0,Category3,2040-03-28
12,0,Category3,2040-03-29
67,0,Category1,2040-03-30
27,0,Category3,2040-03-31
54,0,Category2,2040-04-01
66,0,Category1,2040-04-02
49,0,Category2,2040-04-03
16,0,Category2,2040-04-04
2,0,Category2,2040-04-05
60,0,Category1,2040-04-06
54,0,Category1,2040-04-07
30,0,Category3,2040-04-08
84,0,Category3,2040-04-09
38,0,Category3,2040-04-10
28,0,Category3,2040-04-11
25,0,Category2,2040-04-12
96,0,Category1,2040-04-13
10,0,Category3,2040-04-14
60,0,Category2,2040-04-15
42,0,Category1,2040-04-16
40,0,Category1,2040-04-17
97,0,Category1,2040-04-18
77,0,Category2,2040-04-19
42,0,Category3,2040-04-20
47,0,Category1,2040-04-21
37,0,Category2,2040-04-22
80,0,Category1,2040-04-23
22,0,Category2,2040-04-24
57,0,Category3,2040-04-25
84,0,Category3,2040-04-26
27,0,Category1,2040-04-27
41,0,Category3,2040-04-28
80,0,Category3,2040-04-29
34,0,Category2,2040-04-30
32,0,Category2,2040-05-01
90,0,Category1,2040-05-02
89,0,Category2,2040-05-03
66,0,Category3,2040-05-04
12,0,Category2,2040-05-05
40,0,Category3,2040-05-06
73,0,Category1,2040-05-07
76,0,Category3,2040-05-08
90,0,Category2,2040-05-09
73,0,Category2,2040-05-10
10,0,Category2,2040-05-11
96,0,Category2,2040-05-12
98,0,Category1,2040-05-13
48,0,Category3,2040-05-14
20,0,Category2,2040-05-15
39,0,Category3,2040-05-16
60,0,Category1,2040-05-17
66,0,Category3,2040-05-18
65,0,Category2,2040-05-19
51,0,Category3,2040-05-20
36,0,Category2,2040-05-21
24,0,Category2,2040-05-22
27,0,Category1,2040-05-23
2,0,Category1,2040-05-24
31,0,Category3,2040-05-25
57,0,Category3,2040-05-26
78,0,Category2,2040-05-27
66,0,Category2,2040-05-28
29,0,Category2,2040-05-29
15,0,Category2,2040-05-30
12,0,Category1,2040-05-31
28,0,Category2,2040-06-01
84,0,Category1,2040-06-02
24,0,Category3,2040-06-03
21,0,Category3,2040-06-04
10,0,Category1,2040-06-05
78,0,Category2,2040-06-06
18,0,Category3,2040-06-07
88,0,Category1,2040-06-08
14,0,Category3,2040-06-09
34,0,Category2,2040-06-10
58,0,Category1,2040-06-11
76,0,Category3,2040-06-12
22,0,Category2,2040-06-13
70,0,Category1,2040-06-14
36,0,Category1,2040-06-15
45,0,Category1,2040-06-16
36,0,Category1,2040-06-17
22,0,Category3,2040-06-18
78,0,Category1,2040-06-19
80,0,Category1,2040-06-20
61,0,Category1,2040-06-21
56,0,Category1,2040-06-22
89,0,Category1,2040-06-23
96,0,Category2,2040-06-24
33,0,Category3,2040-06-25
45,0,Category2,2040-06-26
36,0,Category3,2040-06-27
20,0,Category1,2040-06-28
18,0,Category3,2040-06-29
38,0,Category1,2040-06-30
67,0,Category1,2040-07-01
23,0,Category2,2040-07-02
96,0,Category2,2040-07-03
16,0,Category2,2040-07-04
59,0,Category3,2040-07-05
69,0,Category3,2040-07-06
68,0,Category2,2040-07-07
21,0,Category2,2040-07-08
78,0,Category1,2040-07-09
95,0,Category3,2040-07-10
78,0,Category1,2040-07-11
70,0,Category3,2040-07-12
12,0,Category2,2040-07-13
16,0,Category3,2040-07-14
81,0,Category3,2040-07-15
87,0,Category1,2040-07-16
14,0,Category2,2040-07-17
61,0,Category2,2040-07-18
71,0,Category2,2040-07-19
46,0,Category1,2040-07-20
32,0,Category1,2040-07-21
15,0,Category1,2040-07-22
44,0,Category3,2040-07-23
17,0,Category3,2040-07-24
41,0,Category1,2040-07-25
54,0,Category1,2040-07-26
44,0,Category2,2040-07-27
98,0,Category3,2040-07-28
5,0,Category3,2040-07-29
27,0,Category2,2040-07-30
87,0,Category2,2040-07-31
78,0,Category2,2040-08-01
79,0,Category1,2040-08-02
43,0,Category1,2040-08-03
97,0,Category1,2040-08-04
31,0,Category1,2040-08-05
99,0,Category1,2040-08-06
17,0,Category3,2040-08-07
92,0,Category3,2040-08-08
83,0,Category3,2040-08-09
